INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 0', 'MODELPHUKIEN0', 'SERIPHUKIEN0', '2000000', '1');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1663', 'MODELPHUKIEN1663', 'SERIPHUKIEN1663', '2000000', '1327');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1664', 'MODELPHUKIEN1664', 'SERIPHUKIEN1664', '2000000', '1329');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1665', 'MODELPHUKIEN1665', 'SERIPHUKIEN1665', '2000000', '1331');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1666', 'MODELPHUKIEN1666', 'SERIPHUKIEN1666', '2000000', '1333');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1667', 'MODELPHUKIEN1667', 'SERIPHUKIEN1667', '2000000', '1335');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1668', 'MODELPHUKIEN1668', 'SERIPHUKIEN1668', '2000000', '1337');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1669', 'MODELPHUKIEN1669', 'SERIPHUKIEN1669', '2000000', '1339');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1670', 'MODELPHUKIEN1670', 'SERIPHUKIEN1670', '2000000', '1341');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1671', 'MODELPHUKIEN1671', 'SERIPHUKIEN1671', '2000000', '1343');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1672', 'MODELPHUKIEN1672', 'SERIPHUKIEN1672', '2000000', '1345');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1673', 'MODELPHUKIEN1673', 'SERIPHUKIEN1673', '2000000', '1347');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1674', 'MODELPHUKIEN1674', 'SERIPHUKIEN1674', '2000000', '1349');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1675', 'MODELPHUKIEN1675', 'SERIPHUKIEN1675', '2000000', '1351');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1676', 'MODELPHUKIEN1676', 'SERIPHUKIEN1676', '2000000', '1353');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1677', 'MODELPHUKIEN1677', 'SERIPHUKIEN1677', '2000000', '1355');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1678', 'MODELPHUKIEN1678', 'SERIPHUKIEN1678', '2000000', '1357');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1679', 'MODELPHUKIEN1679', 'SERIPHUKIEN1679', '2000000', '1359');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1680', 'MODELPHUKIEN1680', 'SERIPHUKIEN1680', '2000000', '1361');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1681', 'MODELPHUKIEN1681', 'SERIPHUKIEN1681', '2000000', '1363');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1682', 'MODELPHUKIEN1682', 'SERIPHUKIEN1682', '2000000', '1365');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1683', 'MODELPHUKIEN1683', 'SERIPHUKIEN1683', '2000000', '1367');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1684', 'MODELPHUKIEN1684', 'SERIPHUKIEN1684', '2000000', '1369');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1685', 'MODELPHUKIEN1685', 'SERIPHUKIEN1685', '2000000', '1371');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1686', 'MODELPHUKIEN1686', 'SERIPHUKIEN1686', '2000000', '1373');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1687', 'MODELPHUKIEN1687', 'SERIPHUKIEN1687', '2000000', '1375');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1688', 'MODELPHUKIEN1688', 'SERIPHUKIEN1688', '2000000', '1377');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1689', 'MODELPHUKIEN1689', 'SERIPHUKIEN1689', '2000000', '1379');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1690', 'MODELPHUKIEN1690', 'SERIPHUKIEN1690', '2000000', '1381');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1691', 'MODELPHUKIEN1691', 'SERIPHUKIEN1691', '2000000', '1383');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1692', 'MODELPHUKIEN1692', 'SERIPHUKIEN1692', '2000000', '1385');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1693', 'MODELPHUKIEN1693', 'SERIPHUKIEN1693', '2000000', '1387');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1694', 'MODELPHUKIEN1694', 'SERIPHUKIEN1694', '2000000', '1389');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1695', 'MODELPHUKIEN1695', 'SERIPHUKIEN1695', '2000000', '1391');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1696', 'MODELPHUKIEN1696', 'SERIPHUKIEN1696', '2000000', '1393');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1697', 'MODELPHUKIEN1697', 'SERIPHUKIEN1697', '2000000', '1395');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1698', 'MODELPHUKIEN1698', 'SERIPHUKIEN1698', '2000000', '1397');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1699', 'MODELPHUKIEN1699', 'SERIPHUKIEN1699', '2000000', '1399');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1700', 'MODELPHUKIEN1700', 'SERIPHUKIEN1700', '2000000', '1401');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1701', 'MODELPHUKIEN1701', 'SERIPHUKIEN1701', '2000000', '1403');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1702', 'MODELPHUKIEN1702', 'SERIPHUKIEN1702', '2000000', '1405');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1703', 'MODELPHUKIEN1703', 'SERIPHUKIEN1703', '2000000', '1407');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1704', 'MODELPHUKIEN1704', 'SERIPHUKIEN1704', '2000000', '1409');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1705', 'MODELPHUKIEN1705', 'SERIPHUKIEN1705', '2000000', '1411');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1706', 'MODELPHUKIEN1706', 'SERIPHUKIEN1706', '2000000', '1413');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1707', 'MODELPHUKIEN1707', 'SERIPHUKIEN1707', '2000000', '1415');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1708', 'MODELPHUKIEN1708', 'SERIPHUKIEN1708', '2000000', '1417');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1709', 'MODELPHUKIEN1709', 'SERIPHUKIEN1709', '2000000', '1419');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1710', 'MODELPHUKIEN1710', 'SERIPHUKIEN1710', '2000000', '1421');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1711', 'MODELPHUKIEN1711', 'SERIPHUKIEN1711', '2000000', '1423');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1712', 'MODELPHUKIEN1712', 'SERIPHUKIEN1712', '2000000', '1425');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1713', 'MODELPHUKIEN1713', 'SERIPHUKIEN1713', '2000000', '1427');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1714', 'MODELPHUKIEN1714', 'SERIPHUKIEN1714', '2000000', '1429');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1715', 'MODELPHUKIEN1715', 'SERIPHUKIEN1715', '2000000', '1431');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1716', 'MODELPHUKIEN1716', 'SERIPHUKIEN1716', '2000000', '1433');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1717', 'MODELPHUKIEN1717', 'SERIPHUKIEN1717', '2000000', '1435');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1718', 'MODELPHUKIEN1718', 'SERIPHUKIEN1718', '2000000', '1437');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1719', 'MODELPHUKIEN1719', 'SERIPHUKIEN1719', '2000000', '1439');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1720', 'MODELPHUKIEN1720', 'SERIPHUKIEN1720', '2000000', '1441');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1721', 'MODELPHUKIEN1721', 'SERIPHUKIEN1721', '2000000', '1443');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1722', 'MODELPHUKIEN1722', 'SERIPHUKIEN1722', '2000000', '1445');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1723', 'MODELPHUKIEN1723', 'SERIPHUKIEN1723', '2000000', '1447');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1724', 'MODELPHUKIEN1724', 'SERIPHUKIEN1724', '2000000', '1449');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1725', 'MODELPHUKIEN1725', 'SERIPHUKIEN1725', '2000000', '1451');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1726', 'MODELPHUKIEN1726', 'SERIPHUKIEN1726', '2000000', '1453');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1727', 'MODELPHUKIEN1727', 'SERIPHUKIEN1727', '2000000', '1455');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1728', 'MODELPHUKIEN1728', 'SERIPHUKIEN1728', '2000000', '1457');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1729', 'MODELPHUKIEN1729', 'SERIPHUKIEN1729', '2000000', '1459');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1730', 'MODELPHUKIEN1730', 'SERIPHUKIEN1730', '2000000', '1461');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1731', 'MODELPHUKIEN1731', 'SERIPHUKIEN1731', '2000000', '1463');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1732', 'MODELPHUKIEN1732', 'SERIPHUKIEN1732', '2000000', '1465');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1733', 'MODELPHUKIEN1733', 'SERIPHUKIEN1733', '2000000', '1467');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1734', 'MODELPHUKIEN1734', 'SERIPHUKIEN1734', '2000000', '1469');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1735', 'MODELPHUKIEN1735', 'SERIPHUKIEN1735', '2000000', '1471');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1736', 'MODELPHUKIEN1736', 'SERIPHUKIEN1736', '2000000', '1473');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1737', 'MODELPHUKIEN1737', 'SERIPHUKIEN1737', '2000000', '1475');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1738', 'MODELPHUKIEN1738', 'SERIPHUKIEN1738', '2000000', '1477');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1739', 'MODELPHUKIEN1739', 'SERIPHUKIEN1739', '2000000', '1479');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1740', 'MODELPHUKIEN1740', 'SERIPHUKIEN1740', '2000000', '1481');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1741', 'MODELPHUKIEN1741', 'SERIPHUKIEN1741', '2000000', '1483');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1742', 'MODELPHUKIEN1742', 'SERIPHUKIEN1742', '2000000', '1485');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1743', 'MODELPHUKIEN1743', 'SERIPHUKIEN1743', '2000000', '1487');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1744', 'MODELPHUKIEN1744', 'SERIPHUKIEN1744', '2000000', '1489');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1745', 'MODELPHUKIEN1745', 'SERIPHUKIEN1745', '2000000', '1491');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1746', 'MODELPHUKIEN1746', 'SERIPHUKIEN1746', '2000000', '1493');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1747', 'MODELPHUKIEN1747', 'SERIPHUKIEN1747', '2000000', '1495');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1748', 'MODELPHUKIEN1748', 'SERIPHUKIEN1748', '2000000', '1497');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1749', 'MODELPHUKIEN1749', 'SERIPHUKIEN1749', '2000000', '1499');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1750', 'MODELPHUKIEN1750', 'SERIPHUKIEN1750', '2000000', '1501');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1751', 'MODELPHUKIEN1751', 'SERIPHUKIEN1751', '2000000', '1503');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1752', 'MODELPHUKIEN1752', 'SERIPHUKIEN1752', '2000000', '1505');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1753', 'MODELPHUKIEN1753', 'SERIPHUKIEN1753', '2000000', '1507');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1754', 'MODELPHUKIEN1754', 'SERIPHUKIEN1754', '2000000', '1509');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1755', 'MODELPHUKIEN1755', 'SERIPHUKIEN1755', '2000000', '1511');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1756', 'MODELPHUKIEN1756', 'SERIPHUKIEN1756', '2000000', '1513');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1757', 'MODELPHUKIEN1757', 'SERIPHUKIEN1757', '2000000', '1515');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1758', 'MODELPHUKIEN1758', 'SERIPHUKIEN1758', '2000000', '1517');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1759', 'MODELPHUKIEN1759', 'SERIPHUKIEN1759', '2000000', '1519');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1760', 'MODELPHUKIEN1760', 'SERIPHUKIEN1760', '2000000', '1521');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1761', 'MODELPHUKIEN1761', 'SERIPHUKIEN1761', '2000000', '1523');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1762', 'MODELPHUKIEN1762', 'SERIPHUKIEN1762', '2000000', '1525');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1763', 'MODELPHUKIEN1763', 'SERIPHUKIEN1763', '2000000', '1527');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1764', 'MODELPHUKIEN1764', 'SERIPHUKIEN1764', '2000000', '1529');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1765', 'MODELPHUKIEN1765', 'SERIPHUKIEN1765', '2000000', '1531');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1766', 'MODELPHUKIEN1766', 'SERIPHUKIEN1766', '2000000', '1533');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1767', 'MODELPHUKIEN1767', 'SERIPHUKIEN1767', '2000000', '1535');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1768', 'MODELPHUKIEN1768', 'SERIPHUKIEN1768', '2000000', '1537');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1769', 'MODELPHUKIEN1769', 'SERIPHUKIEN1769', '2000000', '1539');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1770', 'MODELPHUKIEN1770', 'SERIPHUKIEN1770', '2000000', '1541');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1771', 'MODELPHUKIEN1771', 'SERIPHUKIEN1771', '2000000', '1543');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1772', 'MODELPHUKIEN1772', 'SERIPHUKIEN1772', '2000000', '1545');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1773', 'MODELPHUKIEN1773', 'SERIPHUKIEN1773', '2000000', '1547');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1774', 'MODELPHUKIEN1774', 'SERIPHUKIEN1774', '2000000', '1549');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1775', 'MODELPHUKIEN1775', 'SERIPHUKIEN1775', '2000000', '1551');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1776', 'MODELPHUKIEN1776', 'SERIPHUKIEN1776', '2000000', '1553');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1777', 'MODELPHUKIEN1777', 'SERIPHUKIEN1777', '2000000', '1555');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1778', 'MODELPHUKIEN1778', 'SERIPHUKIEN1778', '2000000', '1557');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1779', 'MODELPHUKIEN1779', 'SERIPHUKIEN1779', '2000000', '1559');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1780', 'MODELPHUKIEN1780', 'SERIPHUKIEN1780', '2000000', '1561');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1781', 'MODELPHUKIEN1781', 'SERIPHUKIEN1781', '2000000', '1563');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1782', 'MODELPHUKIEN1782', 'SERIPHUKIEN1782', '2000000', '1565');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 1783', 'MODELPHUKIEN1783', 'SERIPHUKIEN1783', '2000000', '1567');
